,0
1847,225767512
1848,209647493
1849,43083697
1850,49226088
1851,32036306
1852,40297260
1853,235860500
1854,212348985
1855,45538304
1856,37497961
1857,233458188
1858,205141725
1859,211994032
1860,33107083
1861,37481198
1862,32009646
1863,242973985
1864,221313981
1865,219021129
1866,215320050
1867,229008494
1868,230488628
1869,204484672
1870,44263151
1871,42388497
1872,208329604
1873,160703
1874,230793533
1875,231728373
1876,200587458
1877,202278171
1878,42077723
1879,230303633
1880,33088329
1881,48521033
1882,203375177
1883,525692
1884,34472981
1885,33765150
1886,211752645
1887,42928485
1888,206081550
1889,37560674
1890,214856842
1891,43149601
1892,40444466
1893,36665483
1894,222084588
1895,210014376
1896,37024848
1897,204904781
1898,211106422
1899,203536387
1900,208821125
1901,241071304
1902,207262354
1903,201130191
1904,46982046
1905,218521972
1906,35699712
1907,37056797
1908,50423685
1909,38510480
1910,37903872
1911,33259661
1912,217046017
1913,231749875
1914,231613498
1915,35494011
1916,49707922
1917,37821410
1918,37720546
1919,220435874
1920,38766551
1921,40428535
1922,243393140
1923,203017946
1924,240364190
1925,200989477
1926,219454861
1927,201750709
1928,205257245
1929,211404542
1930,202014505
1931,204157521
1932,219350404
1933,48943737
1934,48782884
1935,38713268
1936,202819644
1937,44288344
1938,40116348
1939,210706604
1940,34774573
1941,49272435
1942,37853763
1943,47806171
1944,212391821
1945,46795318
1946,201229642
1947,210256978
1948,243063030
1949,203874699
1950,42219928
1951,50520641
1952,44009674
1953,222100723
1954,39459041
1955,215197504
1956,220496871
1957,226806241
1958,39878022
1959,243919303
1960,212482171
1961,237545732
1962,39318918
1963,219538639
1964,229392004
1965,203153922
1966,49208598
1967,235180365
1968,34147050
1969,46162053
1970,36026532
1971,40528884
1972,38315793
1973,47362037
1974,49132988
1975,46910478
1976,234851249
1977,43539502
1978,48568237
1979,51286960
1980,207257942
1981,50920484
1982,238793227
1983,227963582
1984,215054408
1985,47896302
1986,208680269
1987,240860649
1988,48992499
1989,236705742
1990,41850072
1991,35817724
1992,200521665
1993,210120216
1994,227185730
1995,207134708
1996,216538098
1997,200555957
1998,48293068
1999,47094492
2000,36213353
2001,225702705
2002,233375569
2003,228190357
2004,32301988
2005,50090799
2006,222799660
2007,32622950
2008,48656030
2009,203075623
2010,219056967
2011,35893352
2012,211111379
2013,205175810
2014,36561406
2015,210573713
2016,211637720
2017,216639687
2018,33209622
2019,200237207
2020,35678686
2021,242099766
2022,234284258
2023,43144041
2024,200283684
2025,219597008
2026,213815939
2027,204618085
2028,35689220
2029,35805129
2030,213048713
2031,36027792
2032,233247803
2033,236057807
2034,237221268
2035,47187415
2036,42910439
2037,242632281
2038,42694124
2039,37502590
2040,38750704
2041,33389015
2042,51371566
2043,213319091
2044,37867132
2045,36123196
2046,214590048
2047,230161645
2048,39859483
2049,31859549
2050,34218598
2051,32519084
2052,242335305
2053,32479644
2054,236327496
2055,32525517
2056,218490103
2057,39754739
2058,41886812
2059,46907888
2060,200634381
2061,216913419
2062,38556480
2063,218861852
2064,34923959
2065,242156011
2066,211922017
2067,222781
2068,203764147
2069,35775796
2070,35657586
2071,137185
2072,42764475
2073,207437376
2074,40179588
2075,36526139
2076,207009061
2077,44401228
2078,207594749
2079,46787056
