,0
1101,218892159
1102,35915649
1103,230688642
1104,237242248
1105,47974282
1106,209192847
1107,240650127
1108,219678609
1109,38799250
1110,41158546
1111,39585683
1112,231737237
1113,213911446
1114,47187863
1115,230950816
1116,43517858
1117,212076451
1118,201590693
1119,201590694
1120,201852840
1121,209979306
1122,239863725
1123,42731444
1124,46925749
1125,34604983
1126,50071480
1127,36439993
1128,229640121
1129,208144315
1130,33818556
1131,237766588
1132,32245693
1133,37226431
1134,227280832
1135,44828608
1136,201328571
1137,51120066
1138,200542151
1139,43255752
1140,40110023
1141,232523722
1142,49022924
1143,203687885
1144,47974349
1145,43255757
1146,213649360
1147,36440015
1148,31983564
1149,240650189
1150,37226452
1151,235669456
1152,49285078
1153,225445849
1154,241436634
1155,37750745
1156,223872988
1157,213649369
1158,33556446
1159,33818585
1160,37226464
1161,47450080
1162,212338659
1163,230950884
1164,200542180
1165,40372198
1166,44828647
1167,227280874
1168,242223083
1169,216795119
1170,232261615
1171,201328623
1172,47187952
1173,229902323
1174,32245750
1175,213125111
1176,241436669
1177,229115901
1178,215222272
1179,205785089
1180,33032195
1181,43255813
1182,33294342
1183,44828678
1184,215222278
1185,48498693
1186,241174538
1187,36440074
1188,201066507
1189,211552269
1190,219416582
1191,200804367
1192,232523792
1193,240912401
1194,32507920
1195,217843731
1196,46139409
1197,210765842
1198,34342933
1199,34605079
1200,239863833
1201,33294362
1202,220727323
1203,41158684
1204,228591649
1205,49023012
1206,206833702
1207,202639406
1208,231213103
1209,40896561
1210,44828722
1211,232261686
1212,206309431
1213,216795192
1214,50858041
1215,227543098
1216,44304444
1217,32770111
1218,232261696
1219,49023042
1220,35129415
1221,36440139
1222,236193871
1223,43780177
1224,49809489
1225,202901588
1226,36440150
1227,36702297
1228,40372314
1229,204212315
1230,236718173
1231,32245855
1232,41945184
1233,200280160
1234,237242471
1235,202377322
1236,40634475
1237,34080876
1238,44828779
1239,31983726
1240,44828784
1241,32770166
1242,264314
1243,209455226
1244,206833789
1245,36964478
1246,231737471
1247,51120254
1248,42731651
1249,35915908
1250,240912517
1251,214435975
1252,47450250
1253,232261772
1254,201066637
1255,40634513
1256,35915922
1257,526483
1258,43255955
1259,34867353
1260,242223257
1261,50858143
1262,226756768
1263,212863140
1264,219941031
1265,35391658
1266,35391662
1267,226232500
1268,32245941
1269,209455286
1270,32508087
1271,36178104
1272,231475385
1273,210503866
1274,203163833
1275,239077565
1276,38013118
1277,226494656
1278,34605248
1279,209455298
1280,200804550
1281,200804551
1282,50333900
1283,32245964
1284,42993868
1285,203425996
1286,40110284
1287,202639569
1288,235931858
1289,233572557
1290,47450324
1291,32508112
1292,32508118
1293,209455314
1294,40110297
1295,217319642
1296,49023201
1297,207882466
1298,220727523
1299,47188210
1300,33032434
1301,232786164
1302,211028213
1303,36702455
1304,231999737
1305,38799612
1306,48498941
1307,208406782
1308,200542464
1309,228854017
1310,202115331
1311,218630406
1312,219154696
1313,32770313
1314,222038287
1315,202639633
1316,218106131
1317,231999767
1318,35653913
1319,43780377
1320,36702492
1321,35916063
1322,46926111
1323,236718367
1324,242223392
1325,235407653
1326,48761127
1327,227019054
1328,32246066
1329,211552563
1330,233834806
1331,32508215
1332,39323959
1333,227281209
1334,38799676
1335,231999806
1336,230426945
1337,43518273
1338,45091139
1339,202115396
1340,200018243
1341,207096134
1342,236718408
1343,34867529
1344,47974728
1345,212339018
1346,40634699
1347,220465485
1348,34867534
1349,200280399
1350,46926162
1351,36178259
1352,233834839
1353,40634712
1354,213125463
1355,46139735
1356,232786267
1357,43780443
1358,234883415
1359,200018270
1360,232786271
1361,204999008
1362,212339038
1363,240126308
1364,233310567
1365,42731880
1366,39324009
1367,32246123
1368,46139755
1369,215484782
1370,50858351
1371,34867575
1372,212339065
1373,235145596
1374,35654012
1375,234883460
1376,33294726
1377,215484807
1378,200280457
1379,37751181
1380,48499088
1381,221776273
1382,233310609
1383,49809811
1384,228854165
1385,229902741
1386,200018332
1387,210241949
1388,38275487
1389,207358367
1390,35391910
1391,234883497
1392,31721898
1393,219154859
1394,45615538
1395,227019187
1396,32508339
1397,203164084
1398,238815669
1399,34867634
1400,47188408
1401,223873465
1402,201329082
1403,242747833
1404,239864252
1405,39324095
1406,232786368
1407,205523394
1408,45353413
1409,51382726
1410,202639819
1411,202115534
1412,203688399
1413,206309838
1414,36440529
1415,225708498
1416,33294804
1417,209455574
1418,34081241
1419,204999131
1420,44829148
1421,201853406
1422,200280542
1423,221514209
1424,49809890
1425,230951395
1426,33556961
1427,46402022
1428,45353446
1429,228329963
1430,237767149
1431,32770543
1432,229640688
1433,33556981
1434,228854270
1435,227281409
1436,264706
1437,214174210
1438,208931332
1439,1313284
1440,41159174
1441,209717767
1442,218630664
1443,36440583
1444,219154953
1445,49023494
1446,264716
1447,210504205
1448,43780622
1449,230951435
1450,33557003
1451,211290644
1452,232786453
1453,222824984
1454,34867738
1455,229116442
1456,209193504
1457,37227042
1458,46402086
1459,37751336
1460,236980777
1461,42994221
1462,35129903
1463,229116468
1464,201591350
1465,37489207
1466,238029368
1467,46139961
1468,229116471
1469,203426363
1470,33032761
1471,32508480
1472,243796545
1473,214174273
1474,33032772
1475,238029381
1476,49023558
1477,216533574
1478,235670088
1479,49285706
1480,264780
1481,32246350
1482,231737935
1483,218630735
1484,243272272
1485,219155027
1486,221776468
1487,203688534
1488,208144983
1489,40372824
1490,233048664
1491,41421400
1492,41159259
1493,233048668
1494,228067931
1495,231213662
1496,204999263
1497,42732128
1498,47188581
1499,214174310
1500,48761447
1501,32770663
1502,46926441
1503,39062123
1504,43518571
1505,226495087
1506,264818
1507,230689399
1508,226232952
1509,49285756
1510,47450753
1511,48499331
1512,217057923
1513,208407174
1514,229116550
1515,228854415
1516,38800016
1517,203164309
1518,37202192
1519,45877914
1520,34343578
1521,35654298
1522,32246434
1523,200542883
1524,233835172
1525,201591461
1526,47975076
1527,200542889
1528,219417257
1529,225708714
1530,234883755
1531,201591468
1532,32770735
1533,229116594
1534,221514419
1535,231213748
1536,35916470
1537,208407224
1538,42732216
1539,230427323
1540,36178620
1541,223873725
1542,32770750
1543,44829375
1544,231738047
1545,217582270
1546,216271549
1547,207096517
1548,239864517
1549,235145929
1550,36702926
1551,205261518
1552,233310928
1553,39324372
1554,203426518
1555,217844439
1556,39324376
1557,230427360
1558,211815137
1559,46664416
1560,201329376
1561,35130085
1562,42732262
1563,220728039
1564,39586535
1565,264937
1566,227281639
1567,203426539
1568,219417318
1569,226233069
1570,43780846
1571,47975149
1572,207358708
1573,212339445
1574,38537975
1575,527096
1576,35130106
1577,218106621
1578,33557248
1579,40372992
1580,46140162
1581,34867970
1582,36702980
1583,39062278
1584,36965127
1585,205261576
1586,233573129
1587,209193740
1588,41945869
1589,206310158
1590,209193743
1591,215485203
1592,32770836
1593,37751574
1594,40373015
1595,226233112
1596,213125913
1597,45878039
1598,37751579
1599,51383068
1600,50072350
1601,204213027
1602,240913189
1603,46140198
1604,223873831
1605,223873835
1606,38800172
1607,208931627
1608,214698798
1609,204213038
1610,36965166
1611,46926641
1612,32508722
1613,211028784
1614,201329460
1615,51120951
1616,36703031
1617,212077369
1618,231738168
1619,32770876
1620,217582399
1621,265024
1622,202640192
1623,38800194
1624,217844546
1625,202640191
1626,231476034
1627,43256643
1628,45615939
1629,32508744
1630,40373059
1631,237767499
1632,238553932
1633,40635212
1634,265038
1635,200805197
1636,32246605
1637,211553105
1638,35916626
1639,46664529
1640,33033045
1641,36703065
1642,207096667
1643,35392357
1644,38800229
1645,45091688
1646,207096682
1647,37751659
1648,232000367
1649,38538101
1650,201591669
1651,200543095
1652,203164534
1653,206834550
1654,51121016
1655,51383160
1656,204737403
1657,233048957
1658,226757494
1659,231738238
1660,211291008
1661,200018817
1662,205523842
1663,232000386
1664,226495364
1665,235146118
1666,49286023
1667,219941766
1668,238291851
1669,47451023
1670,35130256
1671,211291023
1672,208145299
1673,213650324
1674,208145304
1675,221514651
1676,236719007
1677,40373152
1678,233573282
1679,41159587
1680,40373156
1681,238816166
1682,203426727
1683,240651176
1684,36965288
1685,39324588
1686,51383218
1687,235670451
1688,212339636
1689,241175475
1690,218631095
1691,36703164
1692,229641149
1693,33033150
1694,236194751
1695,202640322
1696,237505475
1697,234359747
1698,48499654
1699,212863945
1700,200018892
1701,32771021
1702,230689742
1703,229116880
1704,231214032
1705,201329621
1706,33819608
1707,47975385
1708,43781082
1709,209456091
1710,239864796
1711,217582560
1712,217844706
1713,51383266
1714,230165476
1715,40111077
1716,206310375
1717,32771048
1718,215485415
1719,38800359
1720,218631143
1721,228330476
1722,43518956
1723,200281070
1724,234097649
1725,229116914
1726,40897525
1727,228854774
1728,34081781
1729,44305397
1730,201329657
1731,208407547
1732,32246781
1733,233311235
1734,210504708
1735,40897541
1736,51383302
1737,41159687
1738,222301192
1739,207358984
1740,47189002
1741,49810444
1742,233573389
1743,202378256
1744,37751841
1745,47189025
1746,231476259
1747,221776929
1748,44043303
1749,39849000
1750,50072618
1751,226757675
1752,36703275
1753,215485485
1754,217582638
1755,233573423
1756,35130414
1757,209194034
1758,209980468
1759,239078453
1760,39324725
1761,43256887
1762,217582646
1763,33819705
1764,226757685
1765,227544121
1766,209718332
1767,222301244
1768,38276158
1769,232524866
1770,31984706
1771,49286212
1772,242486340
1773,215485512
1774,36703305
1775,243272779
1776,212077643
1777,205786189
1778,230427726
1779,200019023
1780,39324751
1781,34081873
1782,225446994
1783,212864084
1784,200805464
1785,38014040
1786,229379162
1787,219417696
1788,31984739
1789,211029092
1790,228330596
1791,219679847
1792,36965481
1793,37489770
1794,212601964
1795,219417709
1796,39586926
1797,37227631
1798,49286256
1799,49024112
1800,201591920
1801,34606194
1802,31984756
1803,49810549
1804,202378360
1805,207096956
1806,47975553
1807,50859140
1808,49286278
1809,219417736
1810,236457097
1811,32771211
1812,34344079
1813,203951252
1814,50072724
1815,32771222
1816,209456279
1817,221777048
1818,232787100
1819,47975582
1820,202378399
1821,200019103
1822,33557670
1823,39849127
1824,44305576
1825,35392681
1826,227544232
1827,35654831
1828,214174896
1829,235408564
1830,43257015
1831,210242745
1832,234097850
1833,217058495
1834,200019140
1835,34606277
1836,238030020
1837,218107079
1838,218369223
1839,32509130
1840,34081996
1841,200805580
1842,227282127
1843,37227731
1844,35130580
1845,226495702
1846,45878487
1847,219679959
1848,36179166
1849,227282143
1850,33295585
1851,39849187
1852,49810660
1853,34082024
1854,38538473
1855,51383531
1856,233573611
1857,237505782
1858,226233591
1859,36703480
1860,35130616
1861,49286394
1862,232525046
1863,31984892
1864,223350012
1865,36703486
1866,234360059
1867,234884345
1868,238030083
1869,216796422
1870,227544329
1871,32509197
1872,43257102
1873,234884366
1874,205524237
1875,203427085
1876,236981520
1877,209194258
1878,240127250
1879,236195091
1880,229379343
1881,208145687
1882,40635665
1883,39849243
1884,237767967
1885,211029279
1886,232262945
1887,214699298
1888,38800675
1889,49810723
1890,40111395
1891,34344229
1892,40897831
1893,51383592
1894,206834985
1895,233573673
1896,36441379
1897,234097965
1898,48500014
1899,209980722
1900,239865143
1901,45092151
1902,202640697
1903,31984954
1904,225971511
1905,204475710
1906,208932161
1907,37752131
1908,43257159
1909,205786439
1910,209718600
1911,45616462
1912,50859343
1913,201067856
1914,205000016
1915,235670865
1916,40635726
1917,48500052
1918,212864341
1919,31722838
1920,239340887
1921,33295704
1922,42732897
1923,204213608
1924,234884457
1925,36965737
1926,31722859
1927,44830059
1928,208145774
1929,208932207
1930,34868593
1931,41422196
1932,43781492
1933,44830070
1934,50072951
1935,232000889
1936,43781500
1937,45616511
1938,232787332
1939,51383688
1940,210505097
1941,240389514
1942,208670091
1943,202902923
1944,238292365
1945,45616520
1946,47189391
1947,234884495
1948,40111499
1949,38538633
1950,209456532
1951,34868629
1952,50859415
1953,32247192
1954,42995102
1955,220466590
1956,31722914
1957,234884515
1958,33820068
1959,33033637
1960,37227945
1961,40373675
1962,207621549
1963,47189423
1964,227544495
1965,214961586
1966,239865268
1967,201854389
1968,227282359
1969,40111544
1970,32247223
1971,50859452
1972,242486717
1973,204213694
1974,227282367
1975,233049537
1976,211029442
1977,33295810
1978,202640836
1979,49286597
1980,212340168
1981,48762314
1982,218631626
1983,212602315
1984,200543693
1985,205262288
1986,39849425
1987,205000147
1988,44305875
1989,46927317
1990,203427283
1991,220990933
1992,236457433
1993,40898009
1994,44305884
1995,225709532
1996,33557982
1997,214699491
1998,211553766
1999,50073063
2000,222039530
2001,226495983
2002,210767345
2003,233049587
2004,201330165
2005,44830201
2006,47975931
2007,42733060
2008,211029509
2009,235671046
2010,207359494
2011,230952457
2012,527884
2013,207097358
2014,201592334
2015,215485971
2016,241700372
2017,38800915
2018,222563861
2019,233049627
2020,45616667
2021,213650975
2022,36965921
2023,229117475
2024,41422374
2025,200805927
2026,201330216
2027,232263208
2028,223350310
2029,214699558
2030,226496046
2031,36179503
2032,200019506
2033,41422389
2034,201330230
2035,43519546
2036,45616701
2037,33295934
2038,34868800
2039,201854529
2040,211816002
2041,229117509
2042,234884681
2043,47976012
2044,210243149
2045,33558094
2046,33295950
2047,208670291
2048,212602452
2049,234360403
2050,49811039
2051,214961760
2052,209194593
2053,207883876
2054,215486053
2055,40898151
2056,47451753
2057,39325290
2058,39587434
2059,215486058
2060,35917420
2061,219680366
2062,49286766
2063,220466800
2064,209981038
2065,239341169
2066,39325299
2067,206311028
2068,205524596
2069,35655286
2070,202116727
2071,235671164
2072,207359614
2073,47713919
2074,38801024
2075,33820291
2076,46927494
2077,215748231
2078,211553930
2079,221253261
2080,226233998
2081,226758287
2082,47189649
2083,203427475
2084,230952598
2085,36179607
2086,38801048
2087,225709720
2088,209981082
2089,36703899
2090,201330329
2091,232787613
2092,223350428
2093,47976088
2094,47976096
2095,239865505
2096,214699682
2097,229379746
2098,230166177
2099,238292645
2100,235146918
2101,216272551
2102,35917481
2103,237244073
2104,221253291
2105,215486124
2106,32509615
2107,35917487
2108,236195506
2109,211553971
2110,43257524
2111,35393206
2112,214699703
2113,222826169
2114,232525499
2115,202641087
2116,226758338
2117,33296066
2118,241176263
2119,528073
2120,201854666
2121,200543947
2122,49286861
2123,41160398
2124,228855503
2125,214175439
2126,235933393
2127,39849684
2128,235146966
2129,36441816
2130,239865560
2131,40898264
2132,45354715
2133,32509660
2134,229904089
2135,218631899
2136,32509663
2137,37228255
2138,46403297
2139,41422561
2140,235933411
2141,37752549
2142,34082534
2143,32509670
2144,233574119
